Column 1,Column 2
0.137913064986447,0.014046010288773
0.83917613284817,0.676834252320589
0.699187207931892,0.690267324477574
0.703452784995138,0.374944512354506
0.739787496175828,0.866239839309793
0.335347854449708,0.698460066903714
0.249801745368864,0.602234596540801
0.560913579861557,0.378949691542088
0.09710533778315,0.976659164996738
0.6325728729939,0.733266434200683
0.013932840112079,0.779157436427981
0.062347297759147,0.837815013408099
0.621113140256067,0.001555418012461
0.934260786795797,0.806741278663079
0.449036855969648,0.273857727557445
0.335658212306129,0.578245900737215
0.196632621850236,0.973919557336467
0.156728268279464,0.378880635505899
0.701404494337795,0.000350096302511
0.207911034515194,0.509603926033683
0.221383137687815,0.403944227042132
0.733030348808809,0.084403107530217
0.318116552433791,0.268694651230567
0.939688531623083,0.094013755455785
0.934112693556343,0.761096285654313
0.927151634334018,0.794535109167134
0.983106819484376,0.976964165954411
0.275398012755324,0.23413204952588
0.32934521013818,0.526110542009449
0.550532312493256,0.032663712527424
0.923707565037203,0.551464818882493
0.972766278756292,0.204536457373728
0.34781025115107,0.679107840929444
0.669811703567624,0.444648162686313
0.647564812185939,0.375999904205185
0.701090586784388,0.50764388583977
0.866505055767899,0.758327224594781
0.782362671202726,0.813473161037886
0.85841807845562,0.036978730997305
0.053017069223056,0.777454931858845
0.129337560218091,0.902475400589186
0.857952497736013,0.660789059793311
0.754868506461586,0.136684860453094
0.771810059430544,0.854467933309883
0.40517430531877,0.751699019056066
0.736528285945145,0.86137917316164
0.373212573670132,0.077667058421352
0.236000556432131,0.721862685870359
0.383532422687545,0.969695374420968
0.844825180674769,0.658210173280437
0.38915762643329,0.225419640791479
0.499022025850033,0.321558366821926
0.720353777413138,0.703121526382413
0.818956143791772,0.957429687478519
0.633454652054709,0.941812933357111
0.283117203868679,0.801066822593478
0.254866450605163,0.410039536536934
0.623265020268757,0.026662995576581
0.96507663272867,0.639148795309464
0.154065473061245,0.652186596635246
0.783443138517801,0.237136721674127
0.41160138516405,0.973558978448498
0.65426022856902,0.845457178322387
0.533245949641489,0.773640621745921
0.393385357189792,0.648613344151402
0.810996778928954,0.742342532400945
0.455418956893864,0.425502617162639
0.343723320967747,0.355748911660618
0.860969949027003,0.778232763030376
0.599374814241681,0.530701465528668
0.657951619843048,0.743414597279077
0.280883457818692,0.94866722584011
0.955437758523881,0.932008818272606
0.456179491215354,0.491366423329908
0.073628107103378,0.945056681120844
0.042678028923062,0.202766005888992
0.922190762730797,0.621116242290748
0.380153142297197,0.2232819551597
0.349256919292173,0.999473775025335
0.352889185801145,0.430928409033945
0.418128113445685,0.759730414964786
0.017921888838184,0.994515891248471
0.259572457163201,0.653466454722517
0.367399944854327,0.735771857875209
0.661599452127856,0.25524098612689
0.703941485497181,0.98227041867325
0.872711035700603,0.247167844926524
0.819133761778946,0.721483247313859
0.970508415855781,0.319804767773928
0.584525331899195,0.901511939639662
0.32029213503386,0.376122373700738
0.278749826649148,0.727588487818999
0.455089109447787,0.722144823955922
0.765298135688176,0.328111593899806
0.982293655428864,0.83065867999069
0.904015572610826,0.405277326785775
0.656632298489536,0.778286163185873
0.340737065644181,0.793083031110896
0.423681667836065,0.081633757151373
0.182552582639323,0.538083423493738
0.179860150380347,0.90944333895745
0.919339550063479,0.728730255072812
0.142662407964188,0.277864308130509
0.592673703132792,0.031103283549094
0.888862490138907,0.749603584807664
0.646174654176562,0.285825408338668
0.377830876206263,0.317443248022681
0.375098542690598,0.456648843676857
0.607658475468385,0.726482798206579
0.446241935800819,0.877490352713014
0.67010026815381,0.220440873796565
0.264613712732288,0.050504735563456
0.643704672130393,0.393175056732409
0.814645382863371,0.755835238925317
0.845036266973453,0.139271128365814
0.017388997070839,0.018520209035503
0.22131358243829,0.541487947661602
0.459054515305367,0.776195082129015
0.300925910152833,0.297532830709149
0.899289088831274,0.484014674504213
0.396030576934402,0.207850595001602
0.904996419678594,0.965166710322782
0.735912336605016,0.97460998823392
0.398294382285551,0.237004663980508
0.484742721131897,0.121147953384939
0.15288166408275,0.186716282401776
0.362489588279129,0.041842692918374
0.199067863807354,0.5978918529353
0.243410247778279,0.512971484658874
0.318338877903566,0.504009140515563
0.389613399693201,0.236390914551752
0.329302506919152,0.824381345731297
0.625005611163387,0.358881259388091
0.792771706434428,0.622720897530114
0.607010949127475,0.987603960035569
0.363748192648914,0.560969228076283
0.342522247958128,0.860129926329558
0.470607873773513,0.974845583370402
0.574687162737919,0.088996473781289
0.035332170157434,0.9060117021957
0.277712910605797,0.043540873921124
0.785938882425712,0.180832190059004
0.150195215184967,0.862039551026191
0.817324044555797,0.820102189330469
0.196621643971324,0.933652362743871
0.088719679956734,0.71779301993728
0.609502454194208,0.583383632032958
0.386587731128903,0.677004662040269
0.542142210392296,0.796909967759587
0.57348656434208,0.453397310374525
0.401574482868034,0.994835013865697
0.762235257895838,0.005256971547415
0.961858629904775,0.085934174320343
0.201013641659987,0.075022969575671
0.021933782490157,0.780081973713146
0.647398364704921,0.003997083292832
0.198946397332788,0.951769677711297
0.660539958413472,0.856967510489907
0.593597225802647,0.418034444726592
0.672922599614046,0.566466334190031
0.883830279966209,0.471864814214195
0.161483913077689,0.997196152147032
0.036918165974529,0.696030165295729
